Ano;UF;Município;Escola;Rede;Taxa de participação;Participantes;Dados são representativos;Ciências Humanas;Ciências da Natureza;Linguagens e Códigos;Matemática;Redação;Media
2009;SP;São Paulo;CLARETIANO DE SAO PAULO;Todas;37,93%;11;Não;594,7;630,5;596,4;552,7;631,8;601,22
2009;SP;São Paulo;COLEGIO;Todas;43,16%;41;Não;580,8;590,2;585,8;602,8;659,2;603,76
2009;SP;São Paulo;COLEGIO DOMINANTE LTDA;Todas;50,00%;10;Sim;605;560,2;557,7;556,8;660;587,94
2009;SP;São Paulo;COMPANHIA DE MARIA;Todas;48,00%;24;Não;581,4;612,2;594,5;605,3;670,7;612,82
2009;SP;São Paulo;CONCORDIA;Todas;39,53%;17;Não;611,8;602,1;614,1;591,6;658,8;615,68
2009;SP;São Paulo;CONDE DOMINGOS;Todas;44,00%;11;Não;562,5;579,7;540,3;601,7;656,8;588,2
2009;SP;São Paulo;COSTA MANSO MINISTRO;Todas;36,55%;72;Não;524,2;525,5;546,4;507,9;639,1;548,62
2009;SP;São Paulo;CPV;Todas;33,33%;23;Não;618,9;616,3;573,6;597,3;606;602,42
2009;SP;São Paulo;CRISTO REI;Todas;31,58%;6;Não;589,8;589,5;602,8;627,2;640;609,86
2009;SP;São Paulo;CRUZEIRO DO SUL COLEGIO UNIDADE II;Todas;35,61%;47;Não;592,1;615,5;606,7;608,6;694,4;623,46
2009;SP;São Paulo;D AMBROSIO;Todas;8,33%;2;Não;471;516;480,5;593;575;527,1
2009;SP;São Paulo;DA VILA UNIDADE MORUMBI;Todas;57,38%;35;Sim;639,4;647,9;625,9;663,4;696,2;654,56
2009;SP;São Paulo;DANTE ALIGHIERI;Todas;39,93%;111;Não;666,6;671,6;631,7;680,1;698,5;669,7
2009;SP;São Paulo;DAS AMERICAS;Todas;47,37%;18;Não;596,4;571,6;581,6;582,2;629,2;592,2
2009;SP;São Paulo;DE APLICACAO DA FACULDADE DE EDUCACAO DA USP;Todas;40,00%;24;Não;600,1;569,9;595,5;530,8;706,8;600,62
2009;SP;São Paulo;DELTA;Todas;38,24%;13;Não;562,6;575,7;557,3;535,1;673,1;580,76
2009;SP;São Paulo;DERVILLE ALLEGRETTI PROF;Todas;43,73%;122;Não;516,8;512,3;528,3;510,7;633,9;540,4
2009;SP;São Paulo;DIMENSAO;Todas;13,64%;6;Não;582,8;608,2;584;612,3;660;609,46
2009;SP;São Paulo;DISCERE LABORATUM;Todas;56,76%;21;Sim;589,3;602,5;589,5;588,1;642,9;602,46
2009;SP;São Paulo;DIVINA PASTORA;Todas;19,35%;6;Não;606,8;650,8;568,7;597,8;587,5;602,32
2009;SP;São Paulo;DOM BOSCO COLEGIO UNID III;Todas;20,83%;5;Não;501,4;532;523,6;481,8;575;522,76
2009;SP;São Paulo;DOM FELIPE;Todas;35,71%;5;Não;538,8;573,6;593,4;535,8;712,5;590,82
2009;SP;São Paulo;ADOLFO GORDO SENADOR;Todas;44,72%;127;Não;514,6;510,1;530,3;491,9;605,7;530,52
2009;SP;São Paulo;ADVENTISTA CIDADE ADEMAR;Todas;28,13%;9;Não;644,2;637,8;642,3;640,6;661,1;645,2
2009;SP;São Paulo;ADVENTISTA COLEGIO DE INTERLAGOS;Todas;62,07%;18;Sim;563,3;582,5;561,7;596,1;538,9;568,5
2009;SP;São Paulo;ADVENTISTA DA LIBERDADE;Todas;35,06%;27;Não;561,1;580,6;557,7;545,7;658,7;580,76
2009;SP;São Paulo;ADVENTISTA DE CAMPO LIMPO;Todas;27,50%;11;Não;526;527,1;565,1;548,5;684,1;570,16
2009;SP;São Paulo;ADVENTISTA DE VILA ALPINA;Todas;40,00%;10;Não;493,3;488;540,4;481,1;638,9;528,34
2009;SP;São Paulo;ADVENTISTA DE VILA NOVA CACHOEIRINHA;Todas;64,29%;9;Não;555,2;561,9;547,9;489,9;569,4;544,86
2009;SP;São Paulo;ADVENTISTA SANTO AMARO;Todas;58,97%;23;Sim;560,5;575,5;607,3;545,7;596,7;577,14
2009;SP;São Paulo;ADVENTISTA SAO MIGUEL PAULISTA;Todas;29,55%;13;Não;567,5;524,5;572,2;497,7;609,6;554,3
2009;SP;São Paulo;AGNUS;Todas;17,65%;3;Não;502,3;524,3;482,3;476,3;750;547,04
2009;SP;São Paulo;AGOSTINIANO MENDEL COLEGIO;Todas;70,92%;178;Sim;685,9;696,6;659,2;729,7;675,9;689,46
2009;SP;São Paulo;ALBERT EINSTEIN;Todas;33,33%;18;Não;545,4;570,8;563,8;594,6;651,5;585,22
2009;SP;São Paulo;ALBERT EINSTEIN ETEC;Todas;80,51%;95;Sim;648,1;631,2;635;629,8;689,3;646,68
2009;SP;São Paulo;ALBERT SABIN;Todas;67,24%;78;Sim;681;696,7;662;716;693,8;689,9
2009;SP;São Paulo;ALBERTO CONTE PROFESSOR;Todas;37,54%;268;Não;500,3;493,5;509,6;479,3;607,2;517,98
2009;SP;São Paulo;ALBERTO LEVY PROFESSOR;Todas;39,16%;112;Não;519,7;503,5;519,8;497,8;614,8;531,12
2009;SP;São Paulo;ALBERTO SALOTTI PROF EE;Todas;40,13%;128;Não;520,7;505;525,6;505,1;643,6;540
2009;SP;São Paulo;ALBERTO TORRES;Todas;13,33%;2;Não;668;585;621;385,5;700;591,9
2009;SP;São Paulo;ALCANCE;Todas;32,65%;16;Não;521,1;553,4;550,1;523,5;588,3;547,28
2009;SP;São Paulo;ALEXANDRE VON HUMBOLDT;Todas;26,87%;54;Não;521,2;514;530,4;490,4;599,5;531,1
2009;SP;São Paulo;ALIADO COLEGIO UNIDADE JOAO PAULO II;Todas;18,52%;5;Não;521;558,2;560,4;493,2;670;560,56
2009;SP;São Paulo;ALVORADA;Todas;25,86%;15;Não;620,7;621,1;625,3;600,7;693,3;632,22
2009;SP;São Paulo;AMELIA DE ARAUJO DONA;Todas;25,64%;40;Não;477,9;471,1;485;479,8;564,4;495,64
2009;SP;São Paulo;AMORIM;Todas;48,57%;17;Não;515,2;549,7;516,7;560,8;587,5;545,98
2009;SP;São Paulo;AMORIM SANTA TERESA COLEGIO;Todas;26,32%;5;Não;558,8;574,6;560,6;557;650;580,2
2009;SP;São Paulo;ANA ROSA DE ARAUJO DONA;Todas;59,66%;71;Sim;517,7;504,1;538,3;512,5;611,8;536,88
2009;SP;São Paulo;ANGELICA COLEGIO;Todas;35,71%;15;Não;527,3;548,2;527,9;540,5;653,6;559,5
2009;SP;São Paulo;ANGLO MORUMBI COLEGIO;Todas;43,18%;57;Não;566;578;564,5;575,2;620,5;580,84
2009;SP;São Paulo;ANHANGUERA;Todas;35,94%;78;Não;478,6;483,1;499;473,2;605,7;507,92
2009;SP;São Paulo;ANHEMBI MORUMBI;Todas;37,14%;13;Não;551,5;560,2;550,2;615,2;647,7;584,96
2009;SP;São Paulo;ANNA TAVARES COLEGIO EIEPG;Todas;32,00%;8;Não;497,1;539,6;545,8;498,8;546,9;525,64
2009;SP;São Paulo;ANTARES;Todas;6,25%;1;Não;578;568;607;566;600;583,8
2009;SP;São Paulo;ANTARES;Todas;44,44%;4;Não;535,8;519,3;564,3;506,5;558,3;536,84
2009;SP;São Paulo;ANTONIO ALVES CRUZ PROFESSOR;Todas;23,08%;9;Não;465,8;491,3;491,7;487;600;507,16
2009;SP;São Paulo;ANTONIO EMILIO SOUZA PENNA PROFESSOR;Todas;18,97%;22;Não;512,2;497,1;479,4;510,6;602,5;520,36
2009;SP;São Paulo;ANTONIO LISBOA PROFESSOR;Todas;47,06%;16;Não;501,4;507;510,9;494,8;605;523,82
2009;SP;São Paulo;ANTONIO VIEIRA PADRE;Todas;29,35%;113;Não;503,9;485,9;518,1;482;584,1;514,8
2009;SP;São Paulo;APRENDIZ DO FUTURO;Todas;38,46%;5;Não;520,6;529,4;563,6;521,8;695;566,08
2009;SP;São Paulo;ARCY MAJOR;Todas;31,87%;29;Não;491,5;503,8;500,4;495;597,3;517,6
2009;SP;São Paulo;ARGUMENTO;Todas;64,44%;116;Sim;627,1;634,1;615,4;628,9;697,6;640,62
2009;SP;São Paulo;ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA;Todas;55,34%;145;Sim;653,4;659,5;643,2;675;702,3;666,68
2009;SP;São Paulo;NOVA LOURENCO CASTANHO ESCOLA UNIDADE IV;Todas;13,73%;14;Não;622,8;639,5;614,7;676,5;739,3;658,56
2009;SP;São Paulo;NOVE DE JULHO COLEGIO UNIDADE I;Todas;31,58%;12;Não;522,2;536,4;500,9;566,5;643,2;553,84
2009;SP;São Paulo;OBJETIVO CENTRO INTERESCOLAR UNIDADE CANTAREIRA;Todas;60,53%;92;Sim;644,3;651,2;637;646,5;691,5;654,1
2009;SP;São Paulo;OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA;Todas;56,27%;157;Sim;632,4;631,8;595,9;637,4;651,2;629,74
2009;SP;São Paulo;OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ;Todas;43,46%;83;Não;646,1;650,6;632,6;651,9;701,5;656,54
2009;SP;São Paulo;OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA;Todas;64,29%;54;Sim;640,8;646,4;625,6;671;665,3;649,82
2009;SP;São Paulo;OBJETIVO CENTRO INTERESCOLAR UNIDADE VERGUEIRO;Todas;62,09%;95;Sim;644,3;649,7;619,2;647,2;675,9;647,26
2009;SP;São Paulo;OBJETIVO COLEGIO I UNIDADE LUIS GOES IV;Todas;37,10%;23;Não;638,4;657,3;625,7;639,7;702,4;652,7
2009;SP;São Paulo;OBJETIVO COLEGIO I UNIDADE PINHEIROS;Todas;44,33%;43;Não;619;650,3;606,6;637,5;626,2;627,92
2009;SP;São Paulo;OBJETIVO COLEGIO INTEGRADO;Todas;97,73%;43;Sim;743,5;755,2;712,3;787,8;745,9;748,94
2009;SP;São Paulo;OFELIA FONSECA;Todas;33,33%;9;Não;566,3;549,6;609,8;541,1;608,3;575,02
2009;SP;São Paulo;OLIVETANO;Todas;46,67%;21;Não;604,8;621,9;597;607,2;665,5;619,28
2009;SP;São Paulo;OSWALD DE ANDRADE COLEGIO UNIDADE II;Todas;41,94%;13;Não;621,4;640,4;636,9;596,5;676,9;634,42
2009;SP;São Paulo;OSWALDO ARANHA;Todas;37,32%;106;Não;534,6;520,5;545;516,1;655,3;554,3
2009;SP;São Paulo;OSWALDO CATALANO;Todas;39,97%;233;Não;496,8;489,6;519,9;496,3;587;517,92
2009;SP;São Paulo;OSWALDO CRUZ COLEGIOS INTEGRADOS PAES LEME;Todas;39,53%;17;Não;528,7;565,2;556,5;550,2;584,4;557
2009;SP;São Paulo;PADUA;Todas;23,53%;4;Não;517,3;529,3;487,5;505;543,8;516,58
2009;SP;São Paulo;PALMARES COLEGIO EFM;Todas;53,13%;68;Sim;679;686,3;642,6;722,1;682,2;682,44
2009;SP;São Paulo;PALMARINO CALABREZ;Todas;39,39%;13;Não;539,9;539;530,2;515,8;597,9;544,56
2009;SP;São Paulo;PALOTINA VICENTE PALLOTTI ESCOLA;Todas;40,00%;8;Não;536,1;547,9;543,3;494,3;700;564,32
2009;SP;São Paulo;PAN TERRA COLEGIO E;Todas;33,33%;18;Não;551,5;576,4;553;565,4;647,1;578,68
2009;SP;São Paulo;PARALELO DE ENSINO;Todas;22,12%;46;Não;550,7;562,2;550,5;564,2;633,9;572,3
2009;SP;São Paulo;PARQUE SEVILHA;Todas;50,00%;9;Não;574,1;552;541,1;592,9;641,7;580,36
2009;SP;São Paulo;PASCHOAL DANTAS;Todas;54,84%;17;Sim;549,2;531,3;568,5;536,8;641,2;565,4
2009;SP;São Paulo;PASTEUR LICEU UNIDADE MAYRINK;Todas;48,39%;15;Não;618,6;667,5;645,7;690,3;653,3;655,08
2009;SP;São Paulo;PAULA MONTALT MADRE;Todas;38,33%;23;Não;638,8;628,1;610,6;643,9;609,8;626,24
2009;SP;São Paulo;PAULISTA DE EDUCACAO BASICA;Todas;45,83%;11;Não;544,5;557,8;551,6;554,6;640,9;569,88
2009;SP;São Paulo;PAULO DE TARSO;Todas;42,86%;3;Não;663,3;669;659,7;709;641,7;668,54
2009;SP;São Paulo;DOMINUS VIVENDI COLEGIO;Todas;45,45%;15;Não;537,3;550,4;561,2;554,5;638,3;568,34
2009;SP;São Paulo;DOMUS SAPIENTIAE COLEGIO;Todas;33,33%;16;Não;621,3;652,6;608,8;636,3;696,9;643,18
2009;SP;São Paulo;DOS ANJOS;Todas;47,62%;10;Não;560,8;559,6;594,6;554,5;687,5;591,4
2009;SP;São Paulo;DOURADO;Todas;33,33%;17;Não;560,4;550,5;537,1;542;694,1;576,82
2009;SP;São Paulo;DOZE DE OUTUBRO;Todas;27,87%;17;Não;592,4;621,3;579,1;621,7;628,1;608,52
2009;SP;São Paulo;DUARTE LEOPOLDO E SILVA DOM;Todas;35,37%;104;Não;491,2;486,7;515,1;475;598,3;513,26
2009;SP;São Paulo;ELIAS ZARZUR;Todas;54,55%;12;Sim;633,9;658,9;625;662,3;612,5;638,52
2009;SP;São Paulo;ELLEN G WHITE ADVENTISTA COLEGIO;Todas;30,68%;27;Não;504;510,4;518,9;514,8;634,3;536,48
2009;SP;São Paulo;ELVIRA BRANDAO;Todas;38,24%;13;Não;628,6;654,9;627,9;613;692,3;643,34
2009;SP;São Paulo;EMECE INTERNACIONAL COLEGIO;Todas;46,77%;29;Não;588,1;603,4;579,6;629,1;621,6;604,36
2009;SP;São Paulo;EMILIA MARINHO;Todas;9,52%;2;Não;653;537,5;597,5;463;600;570,2
2009;SP;São Paulo;EMILIE DE VILLENEUVE;Todas;30,19%;16;Não;607,6;601,7;596,1;605,7;643,3;610,88
2009;SP;São Paulo;ERMANO MARCHETTI;Todas;39,79%;76;Não;488,5;488;496,9;486,5;598;511,58
2009;SP;São Paulo;ESPIRITO SANTO;Todas;30,00%;12;Não;564,1;629,4;588,6;587,3;672,9;608,46
2009;SP;São Paulo;ESTRELA SIRIUS;Todas;12,20%;5;Não;585,6;585,6;604,8;627,8;635;607,76
2009;SP;São Paulo;ETAPA COLEGIO DE EFM;Todas;72,32%;392;Sim;688,1;712,8;662,4;755;688,7;701,4
2009;SP;São Paulo;EXATO;Todas;33,33%;7;Não;579,3;578;585,9;586,9;739,3;613,88
2009;SP;São Paulo;EXATUS COLEGIO E VESTIBULARES;Todas;51,95%;40;Sim;610,6;632,4;599;613,4;642,6;619,6
2009;SP;São Paulo;FABIANO LOZANO MAESTRO;Todas;42,11%;40;Não;513,9;479,1;534,4;494;595,6;523,4
2009;SP;São Paulo;FECAP;Todas;38,10%;48;Não;599,6;594,8;594,8;580;684,8;610,8
2009;SP;São Paulo;FENIX;Todas;50,00%;1;Não;433;567;536;681;700;583,4
2009;SP;São Paulo;FENIX;Todas;22,22%;2;Não;552;577;599,5;543;562,5;566,8
2009;SP;São Paulo;FEREGUETTI;Todas;20,51%;8;Não;562;559;548,1;528,9;625;564,6
2009;SP;São Paulo;FERNAO DIAS PAES;Todas;46,05%;169;Não;520,5;510;523,9;502,5;609,6;533,3
2009;SP;São Paulo;FILOMENA DE MARCO COLEGIO UNIDADE II;Todas;31,25%;5;Não;508,6;515,4;488,4;539;650;540,28
2009;SP;São Paulo;FLORESTA;Todas;43,75%;7;Não;642,4;648,9;615,4;719,9;796,4;684,6
2009;SP;São Paulo;FRANCISCANO PIO XII;Todas;32,76%;19;Não;630,1;631,8;597,2;650,1;654;632,64
2009;SP;São Paulo;FRIBURGO;Todas;21,43%;9;Não;612,9;615,9;634,1;610,2;697,2;634,06
2009;SP;São Paulo;FUTURO;Todas;29,41%;20;Não;568,1;551,1;570;563,2;672,4;584,96
2009;SP;São Paulo;GABRIEL ORTIZ PROFESSOR;Todas;32,74%;202;Não;491,7;485;501,8;486,1;608,8;514,68
2009;SP;São Paulo;GENESE;Todas;18,75%;3;Não;664,3;651,7;626,7;722;675;667,94
2009;SP;São Paulo;GETULIO VARGAS ETEC;Todas;69,86%;241;Sim;651,9;647,6;643;673,6;652,6;653,74
2009;SP;São Paulo;GIORDANO BRUNO;Todas;50,00%;13;Sim;609;603,5;582,6;557,1;663,5;603,14
2009;SP;São Paulo;GIUSTO ZONZINI;Todas;41,67%;15;Não;609,5;569,3;591,5;583,7;666,7;604,14
2009;SP;São Paulo;GODOFREDO FURTADO;Todas;42,73%;47;Não;518,3;501;533;512,7;587,8;530,56
2009;SP;São Paulo;GRAJAU;Todas;42,86%;12;Não;562,3;527,9;582,4;540,1;595,5;561,64
2009;SP;São Paulo;GUARACY SILVEIRA ETEC;Todas;79,88%;131;Sim;639,3;626,3;628,3;620,2;686,5;640,12
2009;SP;São Paulo;GUARARAPES EIEFEM E TECNICO;Todas;64,29%;9;Não;529,8;526,8;506,9;522;527,8;522,66
2009;SP;São Paulo;GUILHERME DUMONT VILLARES;Todas;30,53%;29;Não;635,4;658,9;625,8;670,9;729,6;664,12
2009;SP;São Paulo;GUIOMAR CABRAL;Todas;25,00%;24;Não;504,1;477,2;523,4;493;607,3;521
2009;SP;São Paulo;GUSTAVO AMARAL;Todas;15,38%;2;Não;523,5;466,5;493;498,5;737,5;543,8
2009;SP;São Paulo;HEITOR GARCIA COLEGIO UNIDADE II;Todas;3,45%;1;Não;613;734;620;682;900;709,8
2009;SP;São Paulo;HOMEM DE MELLO BARAO;Todas;30,00%;15;Não;528,7;486,3;505,6;469,4;585,7;515,14
2009;SP;São Paulo;HORACIO AUGUSTO DA SILVEIRA PROF ETEC;Todas;74,32%;110;Sim;620,8;609;618;597,1;638,3;616,64
2009;SP;São Paulo;HORIZONTES UIRAPURU;Todas;15,00%;3;Não;579,3;566,7;569,3;557,7;691,7;592,94
2009;SP;São Paulo;HORTO FLORESTAL EXTERNATO;Todas;31,03%;9;Não;603,2;565,6;612,7;494,1;669,4;589
2009;SP;São Paulo;HUMBOLDT;Todas;56,52%;39;Sim;634,2;647,1;626,8;639,8;683,3;646,24
2009;SP;São Paulo;INFANTE DOM HENRIQUE;Todas;30,52%;94;Não;497,7;490,8;508,6;468,6;622,5;517,64
2009;SP;São Paulo;INTEGRADO;Todas;33,33%;9;Não;487,2;496,2;503,2;504;544,4;507
2009;SP;São Paulo;INTERACAO MODELO;Todas;53,57%;15;Sim;545,3;540,1;535;503,7;540;532,82
2009;SP;São Paulo;INTERESCOLAR OBJETIVO UNIDADE MORUMBI CENTRO;Todas;43,90%;18;Não;628;647,4;621,6;644,7;668,8;642,1
2009;SP;São Paulo;INTERNACIONAL ITALO BRASILEIRO COLEGIO;Todas;24,24%;8;Não;612,9;595,6;610,9;575,6;606,3;600,26
2009;SP;São Paulo;IRENE DE LIMA PAIVA PROFESSORA;Todas;33,64%;37;Não;529;516,9;534;510,2;603,5;538,72
2009;SP;São Paulo;ISAAC NEWTON;Todas;59,38%;19;Sim;592,8;560,2;592,3;544,6;688,2;595,62
2009;SP;São Paulo;ISAAC NEWTON SIR;Todas;33,33%;36;Não;570,4;574,7;585;577,2;631,3;587,72
2009;SP;São Paulo;ISLAMICA BRASILEIRA;Todas;35,29%;6;Não;621,7;639,8;624,3;638,7;675;639,9
2009;SP;São Paulo;ITACA;Todas;47,83%;11;Não;634,3;649,4;649,9;635,6;702,3;654,3
2009;SP;São Paulo;ITAUNA VISCONDE DE;Todas;40,00%;44;Não;505,9;511,9;522,3;480,9;604,1;525,02
2009;SP;São Paulo;JACOMO STAVALE PROFESSOR;Todas;32,90%;101;Não;522,2;504,9;519,9;505,2;624,5;535,34
2009;SP;São Paulo;JAIR TOLEDO XAVIER PROFESSOR;Todas;24,16%;65;Não;498,5;503,2;527,9;474,1;605,2;521,78
2009;SP;São Paulo;JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO;Todas;25,00%;11;Não;624,5;648,7;581,8;636,1;647,7;627,76
2009;SP;São Paulo;JESUS MARIA JOSE;Todas;37,78%;34;Não;593,3;579,6;595,4;570;691,2;605,9
2009;SP;São Paulo;JOANA D ARC;Todas;41,46%;17;Não;625,9;643,1;622,9;658,5;670,3;644,14
2009;SP;São Paulo;JOAO BORGES PROFESSOR;Todas;47,15%;91;Não;522,1;520,1;531,4;524,7;608,2;541,3
2009;SP;São Paulo;JOAO DIAS DA SILVEIRA PROFESSOR;Todas;38,06%;94;Não;499,4;490,8;514,8;485,9;586,1;515,4
2009;SP;São Paulo;JOAO E RAPHAELA PASSALACQUA;Todas;35,71%;10;Não;617,1;603,1;586,1;571,1;730,6;621,6
2009;SP;São Paulo;JOAO PAULO I;Todas;42,11%;8;Não;634,6;620,6;596,1;579,9;653,1;616,86
2009;SP;São Paulo;JOAQUIM LEME DO PRADO PROFESSOR;Todas;18,77%;55;Não;528;505;538,7;499,4;599,1;534,04
2009;SP;São Paulo;JOAQUIM MARIA MACHADO DE ASSIS;Todas;30,43%;7;Não;526,4;561,3;545,4;608,4;600;568,3
2009;SP;São Paulo;JOSE CHEDIAK;Todas;34,20%;66;Não;471,3;454,2;481;465,8;560,7;486,6
2009;SP;São Paulo;JOSE DE PAIVA NETTO INSTITUTO DE EDUCACAO;Todas;89,13%;41;Sim;538,4;550,2;548,2;487,8;663,4;557,6
2009;SP;São Paulo;JOSE HEITOR CARUSI PROFESSOR;Todas;33,83%;45;Não;522,6;501,1;523,8;503,5;600,6;530,32
2009;SP;São Paulo;JOSE MONTEIRO BOANOVA PROFESSOR;Todas;43,24%;32;Não;548,4;548,1;556;519,5;657;565,8
2009;SP;São Paulo;JOSE ROCHA MENDES ETEC;Todas;72,84%;59;Sim;609,6;591,8;612,4;568,4;671,4;610,72
2009;SP;São Paulo;JOSE VIEIRA DE MORAES PROF;Todas;49,51%;305;Não;514,5;499,1;524,2;495,3;615,1;529,64
2009;SP;São Paulo;JULIA MACEDO PANTOJA PROFESSORA;Todas;52,88%;55;Sim;464;472,2;481,7;483,4;600,5;500,36
2009;SP;São Paulo;JULIO PEREIRA LOPES;Todas;10,71%;3;Não;524,7;583,7;571,7;533,3;700;582,68
2009;SP;São Paulo;LAERTE RAMOS DE CARVALHO PROFESSOR DR;Todas;41,03%;80;Não;513,1;518,5;527,7;503,4;616,4;535,82
2009;SP;São Paulo;LIBERDADE COLEGIO UNIDADE II;Todas;36,84%;7;Não;511,3;474,9;505,1;468,9;657,1;523,46
2009;SP;São Paulo;LICEU CARVALHO PINTO EIFM;Todas;28,57%;2;Não;550;599,5;514,5;627;500;558,2
2009;SP;São Paulo;LICEU DE ARTES E OFICIOS DE SAO PAULO;Todas;71,09%;150;Sim;647,3;639,6;651,2;665,8;705,1;661,8
2009;SP;São Paulo;LIMA GUIMARAES K COLEGIO;Todas;35,29%;6;Não;610,8;600,8;616,8;579,5;666,7;614,92
2009;SP;São Paulo;LOUREIRO JUNIOR PROFESSOR;Todas;38,92%;72;Não;512,6;508,7;515,9;491,4;609,4;527,6
2009;SP;São Paulo;LUIZA DE MARILLAC;Todas;34,38%;11;Não;513,8;503,5;513,3;523,3;622,7;535,32
2009;SP;São Paulo;LUMIERE;Todas;45,95%;17;Não;619,9;638,4;598,4;622,4;601,6;616,14
2009;SP;São Paulo;LUTERANO COLEGIO SAO PAULO;Todas;10,34%;3;Não;532,3;585,3;580;552,3;583,3;566,64
2009;SP;São Paulo;MACKENZIE COLEGIO PRESBITERIANO;Todas;55,02%;137;Sim;643,5;646,2;628,4;615,5;699,5;646,62
2009;SP;São Paulo;MADRE CABRINI COLEGIO;Todas;44,74%;34;Não;568,7;576,2;570,8;592;672,5;596,04
2009;SP;São Paulo;MADRE MAZZARELLO;Todas;28,68%;39;Não;591,1;598,2;587,7;574,1;643,6;598,94
